SubscriptionAge,BillAvg,ReaminingContract,Churn,HasTvOrMoviePack
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,0
long,high,yes,0,1
long,high,yes,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,0
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,0
long,low,yes,0,1
long,low,no,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,high,no,0,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
long,low,no,1,1
long,high,no,0,1
long,low,no,0,1
long,low,yes,0,1
long,high,no,0,1
long,low,no,1,1
long,high,yes,0,1
long,high,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
long,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,0,0
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
long,low,no,0,1
long,high,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
newbie,high,no,1,1
long,high,no,0,1
long,low,no,1,1
newbie,low,no,1,1
long,high,no,0,0
newbie,high,no,1,1
newbie,low,no,1,1
long,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,no,1,1
long,low,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,no,1,1
long,low,yes,0,1
long,low,no,0,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,0,0
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,0
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,no,0,0
long,high,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,0
long,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,1
long,low,yes,0,1
long,high,yes,1,1
long,high,yes,0,1
long,low,no,1,1
long,high,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,0
newbie,high,no,1,1
long,high,yes,0,1
long,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,0,1
long,low,yes,0,1
long,high,no,0,0
long,low,yes,0,1
long,high,no,1,0
newbie,high,no,1,0
long,high,yes,0,1
newbie,low,no,1,1
long,high,no,1,1
long,low,no,1,0
long,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,no,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
newbie,high,no,1,0
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,low,no,1,1
long,high,yes,0,1
long,high,no,1,1
newbie,high,no,1,1
newbie,low,no,1,0
newbie,low,no,1,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,no,1,1
long,high,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,0
long,high,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
long,low,yes,1,1
long,high,no,0,0
long,low,yes,0,1
long,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,0,1
long,low,no,1,1
long,low,yes,0,1
long,low,no,1,1
newbie,low,no,1,1
long,high,no,0,1
newbie,high,no,1,1
newbie,low,no,1,1
long,high,no,0,0
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,1,1
long,low,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,0
long,high,yes,0,1
long,low,yes,0,1
long,high,no,1,1
long,low,no,0,1
newbie,low,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,no,1,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,no,1,0
newbie,high,no,1,0
newbie,low,no,1,1
newbie,high,no,1,1
long,low,no,1,1
newbie,low,no,1,1
newbie,high,no,1,0
long,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,1,1
newbie,high,no,1,1
long,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,high,no,1,1
newbie,low,no,1,0
newbie,high,no,1,1
long,low,yes,1,1
long,high,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
newbie,high,no,1,0
long,high,yes,0,1
long,low,no,1,1
long,high,no,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,0
long,high,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,no,1,1
newbie,high,no,1,1
long,high,no,1,1
long,low,yes,0,1
long,low,no,1,0
long,high,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,no,1,0
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,0
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,no,0,1
newbie,high,no,1,1
long,low,no,0,1
long,high,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
long,high,no,0,0
newbie,low,no,1,1
newbie,low,no,1,1
long,low,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,1,0
long,high,no,1,1
long,high,yes,0,0
long,low,yes,0,1
long,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
long,low,yes,1,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,0
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,high,no,0,1
long,high,no,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
long,high,no,1,0
newbie,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
newbie,low,no,1,1
long,high,no,0,1
long,high,yes,0,1
long,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,high,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,low,no,1,1
long,high,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,yes,1,1
long,high,yes,0,1
long,high,no,0,1
long,low,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,0
long,high,no,1,0
newbie,low,no,1,1
long,low,no,0,1
long,low,yes,0,1
long,high,no,0,1
newbie,high,no,1,1
long,low,no,1,1
newbie,low,no,1,0
newbie,high,no,1,1
long,low,yes,0,1
long,low,no,0,1
long,high,yes,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,high,no,0,1
newbie,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,1
newbie,low,no,1,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,no,0,0
long,high,yes,1,1
long,high,no,1,1
newbie,high,no,1,1
long,low,yes,1,1
newbie,high,no,1,0
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,no,1,0
long,high,no,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,high,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,0
newbie,high,no,1,1
long,high,no,1,1
long,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,no,1,1
long,high,yes,0,1
long,high,no,1,0
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,1,0
long,high,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,no,1,1
newbie,high,no,1,1
long,high,yes,1,1
long,low,yes,0,1
long,high,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
long,high,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,low,no,1,1
long,high,no,1,1
long,high,no,0,1
long,low,no,1,1
newbie,high,no,1,1
long,high,no,0,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,1,1
newbie,high,no,1,1
long,high,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,1
newbie,high,no,1,0
newbie,high,no,1,1
long,high,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
long,low,no,1,1
newbie,low,no,1,1
long,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,0
long,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,no,1,0
long,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,1,1
newbie,low,no,1,1
newbie,high,no,1,0
long,high,yes,0,1
long,high,no,1,1
newbie,low,no,1,1
newbie,low,yes,1,1
newbie,low,no,1,1
long,high,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,low,no,1,0
newbie,high,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,high,no,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,no,0,0
long,low,yes,0,1
long,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,0
newbie,high,no,1,1
long,low,no,0,1
long,high,no,1,1
long,high,no,0,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,0
newbie,high,no,1,0
long,high,yes,0,1
long,high,yes,0,0
long,high,yes,0,0
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,1,1
long,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,no,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,high,no,0,0
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,no,0,0
newbie,low,no,1,1
long,low,yes,0,1
long,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
long,high,no,1,0
newbie,low,no,1,1
long,low,no,1,1
long,high,no,0,1
newbie,high,no,1,1
long,low,no,1,0
long,low,yes,0,1
long,low,yes,1,1
newbie,low,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,1,1
newbie,low,no,1,0
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,0
newbie,low,no,1,0
newbie,low,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,yes,1,1
long,low,yes,0,1
long,low,yes,1,1
long,high,yes,0,1
long,high,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,1,1
long,low,no,1,1
long,high,yes,0,1
long,high,no,0,1
newbie,high,no,1,1
newbie,high,no,1,0
long,low,no,0,1
long,low,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
long,high,no,0,0
long,high,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,no,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,no,1,1
newbie,low,no,1,1
long,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,no,1,0
long,low,yes,1,1
newbie,low,no,1,1
long,high,no,0,0
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,0
long,low,yes,1,1
long,high,no,0,1
long,low,no,1,0
newbie,high,no,1,1
newbie,high,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,0
newbie,high,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,no,1,1
newbie,low,no,1,1
long,high,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,yes,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,no,1,1
long,high,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,no,1,1
newbie,high,no,1,0
long,high,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,0
long,low,yes,0,1
long,low,no,0,0
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
newbie,high,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,no,0,0
long,low,yes,1,1
long,high,yes,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,no,1,1
newbie,low,no,1,0
long,low,no,0,0
long,low,yes,0,1
long,high,yes,0,1
long,high,no,1,1
newbie,low,no,1,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,yes,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,no,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,1,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
long,high,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,no,0,1
long,low,yes,0,1
long,high,no,0,1
long,low,yes,0,1
long,high,no,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,no,1,1
newbie,high,no,1,1
newbie,high,no,1,0
long,high,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,0
newbie,high,no,1,0
newbie,high,no,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,0
long,low,yes,0,1
long,low,yes,0,1
long,high,no,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,no,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,no,0,1
long,low,no,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,high,yes,0,1
long,low,yes,1,1
newbie,low,no,1,1
newbie,high,no,1,0
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,no,1,1
long,low,yes,0,1
long,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,high,yes,0,0
long,low,yes,0,1
long,low,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,yes,0,1
newbie,high,no,1,1
newbie,high,no,1,1
long,low,no,1,1
long,low,no,0,1
long,low,yes,0,1
newbie,low,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,1,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
newbie,high,no,1,1
newbie,low,yes,1,1
long,high,no,1,1
long,low,yes,0,1
newbie,high,no,1,0
long,low,yes,0,1
long,high,yes,0,1
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
newbie,low,yes,1,1
long,high,yes,0,1
newbie,low,no,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,no,0,1
long,high,yes,0,1
newbie,high,no,1,1
long,high,no,0,0
long,high,yes,0,1
long,high,yes,0,1
long,high,no,0,0
newbie,low,no,1,1
long,high,no,0,1
long,low,yes,0,1
long,low,yes,1,1
newbie,low,no,1,1
long,low,yes,0,1
long,high,no,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,low,yes,0,1
long,low,no,0,0
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,1
newbie,high,no,1,1
newbie,high,no,1,1
newbie,high,no,1,0
newbie,low,no,1,1
long,low,yes,0,1
newbie,low,no,1,0
newbie,low,no,1,1
long,high,no,1,1
long,high,yes,1,1
newbie,high,no,1,1
long,high,no,1,1
newbie,high,no,1,1
long,high,yes,0,1
long,low,no,1,1
newbie,low,no,1,0
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,high,yes,0,1
long,low,no,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,high,no,1,0
long,high,yes,0,1
newbie,high,no,1,0
newbie,high,no,1,1
long,low,yes,0,1
long,low,yes,0,1
newbie,high,no,1,1
long,high,yes,0,1
long,high,no,0,1
newbie,high,yes,1,1
long,high,yes,0,1
newbie,low,no,1,1
newbie,low,no,1,1
newbie,high,no,1,0
newbie,high,no,1,1
newbie,high,no,1,1
newbie,high,no,1,1
long,high,no,0,1
long,high,yes,0,1
long,high,yes,1,1
long,high,yes,0,1
long,low,yes,0,1
newbie,low,no,1,0
newbie,high,no,1,0
long,low,no,0,1
newbie,low,no,1,1
long,high,no,0,1
long,low,no,1,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
long,low,yes,0,1
